source,trace_id,station,event_id,rate_hz,p_s,s_s,distance_km,p_status,s_status,flagged_multiplet,reasons,c1_residual_s,c2_residual_s,c2_late_kind,c2s_residual_s,c6_triggers_json,c6_n_extra_triggers,c6_class,suggested_tier,suggested_extra_arrival_s,window_start_time
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.TYRN:noa2021eihip,HT.TYRN,noa2021eihip,100.0,29.998686,31.070236,1.1781199412552728,unknown,unknown,False,unlabelled_arrival,0.3347607695489123,0.16131400000000085,,0.129763999999998,"[12.2, 22.7, 30.19, 58.09, 75.76, 86.65, 101.42]",6,second_event,manual,"[12.2, 22.7, 58.09, 75.76, 86.65, 101.42]",2021-03-03T10:36:39.200000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eihst,HT.LIT,noa2021eihst,100.0,29.997629,36.10588,49.27664010090175,unknown,unknown,False,unlabelled_arrival,-0.3365471448467714,0.49237099999999856,,1.924120000000002,"[14.02, 31.02, 38.3, 93.46]",3,wrong_first_pick,manual,"[14.02, 31.02, 93.46]",2021-03-03T10:48:35.840000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eihyg,HT.AGG,noa2021eihyg,100.0,30.002171,,90.46864897561873,unknown,unknown,False,unlabelled_arrival,,1.4978289999999994,,,"[10.0, 45.3, 116.56]",3,wrong_first_pick,manual,"[10.0, 45.3, 116.56]",2021-03-03T10:55:06.570000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eihzv,HT.LIT,noa2021eihzv,100.0,30.000305,,50.205445775688816,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,,1.4896949999999975,,,"[25.54, 33.04, 39.12, 98.15]",4,wrong_first_pick,manual,"[25.54, 33.04, 39.12, 98.15]",2021-03-03T10:56:52.010000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eiipn,HT.LIT,noa2021eiipn,100.0,29.998398,36.643092,49.89939597251683,unknown,unknown,False,unlabelled_arrival,0.12599137628626078,-0.2283980000000021,,0.8769080000000002,"[30.06, 37.56, 60.05, 94.53, 110.96, 117.52]",4,second_event,manual,"[60.05, 94.53, 110.96, 117.52]",2021-03-03T11:15:10.580000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eiiso,HL.TETR,noa2021eiiso,100.0,29.998407,42.708643,92.45107295271687,unknown,unknown,False,unlabelled_arrival,1.141786508413965,-0.09840700000000169,,1.5413569999999979,"[21.68, 30.21, 38.01, 44.36]",2,second_event,manual,"[21.68, 38.01]",2021-03-03T11:18:47.560000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.TYRN:noa2021eiiwh,HT.TYRN,noa2021eiiwh,100.0,30.000163,31.573193,10.008541165212858,unknown,unknown,False,unlabelled_arrival;c2_p,-0.2116942375348756,-2.1201630000000016,unlabelled_earlier_event,0.266807,"[28.29, 29.37, 61.2, 77.55, 95.21, 96.57, 107.6]",6,second_event,manual,"[28.29, 61.2, 77.55, 95.21, 96.57, 107.6]",2021-03-03T11:22:55.380000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.THL:noa2021eiixk,HL.THL,noa2021eiixk,100.0,29.999854,33.052724,22.703009820669692,unknown,unknown,False,unlabelled_arrival,-0.23834840842324612,-0.03985399999999828,,0.3272760000000048,"[30.13, 33.4, 54.1, 78.38, 114.1]",3,second_event,manual,"[54.1, 78.38, 114.1]",2021-03-03T11:24:15.320000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eijgj,HL.TETR,noa2021eijgj,100.0,30.000157,41.968111,89.89210973681621,unknown,unknown,False,unlabelled_arrival,0.7031850540833524,-0.040157000000000664,,1.2918889999999976,"[30.42, 43.35, 78.5, 92.49]",2,second_event,manual,"[78.5, 92.49]",2021-03-03T11:34:54.210000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.THL:noa2021eijmp,HL.THL,noa2021eijmp,100.0,30.000407,36.159868,48.28379717733451,unknown,unknown,False,unlabelled_arrival,-0.16751322345570774,0.36959300000000184,,2.2301319999999976,"[12.72, 30.44, 33.26, 38.67, 56.2, 81.02, 88.79, 91.89, 107.95]",7,second_event,manual,"[12.72, 33.26, 56.2, 81.02, 88.79, 91.89, 107.95]",2021-03-03T11:42:02.910000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eijpm,HT.AGG,noa2021eijpm,100.0,29.995438,39.983354,75.82450635601617,unknown,unknown,False,unlabelled_arrival,0.3925956199699492,-0.2754380000000012,,1.7266460000000023,"[29.8, 41.89, 43.61]",1,second_event,manual,[43.61],2021-03-03T11:45:29.200000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.THL:noa2021eijvi,HL.THL,noa2021eijvi,100.0,29.999922,32.627731,23.596324968805416,unknown,unknown,False,unlabelled_arrival,-0.7694220427412874,0.09007799999999833,,0.37226900000000285,"[22.48, 25.93, 30.14, 33.05, 67.94, 83.07, 85.94, 100.36, 103.34]",7,second_event,manual,"[22.48, 25.93, 67.94, 83.07, 85.94, 100.36, 103.34]",2021-03-03T11:52:10.170000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eijvi,HL.TETR,noa2021eijvi,100.0,30.002242,41.027614,90.58783922162249,unknown,unknown,False,unlabelled_arrival,-0.3219614424562707,0.16775800000000274,,2.5023860000000013,"[32.38, 43.69, 114.2]",2,wrong_first_pick,manual,"[32.38, 114.2]",2021-03-03T11:52:21.850000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eijyc,HT.AGG,noa2021eijyc,100.0,30.001296,,80.91077569647962,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,,0.998704,,,"[31.78, 42.19, 45.18]",3,wrong_first_pick,manual,"[31.78, 42.19, 45.18]",2021-03-03T11:55:31.890000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eikay,HL.KZN,noa2021eikay,100.0,30.000988,39.398081,79.26993838264957,unknown,unknown,False,unlabelled_arrival,-0.6071080827354862,0.18901200000000173,,2.321919000000001,"[30.3, 42.11, 60.24, 70.22, 82.91]",3,second_event,manual,"[60.24, 70.22, 82.91]",2021-03-03T11:58:51.020000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eikdy,HT.AGG,noa2021eikdy,100.0,30.001516,41.42665,85.22032471968873,unknown,unknown,False,c2_p,0.7147810825888747,-0.5115160000000003,suspect_pick,1.0233500000000006,"[29.57, 43.27]",0,single_detection,unknown,[],2021-03-03T12:02:21.750000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eikhu,HL.KZN,noa2021eikhu,100.0,29.995537,39.124727,73.39081104227348,unknown,unknown,False,unlabelled_arrival,-0.17731578657357616,-0.1255369999999978,,1.3052729999999997,"[18.5, 30.39, 41.31, 94.74, 104.93]",3,second_event,manual,"[18.5, 94.74, 104.93]",2021-03-03T12:06:47.030000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eikmc,HT.AGG,noa2021eikmc,100.0,29.997211,,80.1754629493333,unknown,unknown,False,unlabelled_arrival,,-2.8272109999999984,,,"[17.87, 44.25, 45.72, 116.74]",4,wrong_first_pick,manual,"[17.87, 44.25, 45.72, 116.74]",2021-03-03T12:11:51.910000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.TYRN:noa2021eikqg,HT.TYRN,noa2021eikqg,100.0,30.002491,32.025688,7.097915321128306,unknown,unknown,False,unlabelled_arrival,0.5838862639483555,0.027509000000002004,,-0.03568800000000394,"[11.62, 30.06, 52.65, 62.96, 86.94, 88.67, 89.84, 104.01, 119.51]",8,second_event,manual,"[11.62, 52.65, 62.96, 86.94, 88.67, 89.84, 104.01, 119.51]",2021-03-03T12:16:29.830000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eikta,HT.AGG,noa2021eikta,100.0,30.003211,,74.57984083560584,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,,0.5067890000000013,,,"[30.62, 43.75, 83.31, 95.31]",3,second_event,manual,"[43.75, 83.31, 95.31]",2021-03-03T12:19:52.850000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eikta,HL.TETR,noa2021eikta,100.0,29.997644,,93.1550653233561,unknown,unknown,False,unlabelled_arrival,,-0.057643999999999807,,,"[30.17, 44.32, 93.03]",2,second_event,manual,"[44.32, 93.03]",2021-03-03T12:19:55.550000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eikyd,HL.TETR,noa2021eikyd,100.0,29.998997,41.339204,86.97763068942712,unknown,unknown,False,unlabelled_arrival,0.42130882782232604,-0.0889969999999991,,2.8107959999999963,"[14.34, 30.57, 35.04, 44.6, 119.36]",4,second_event,manual,"[14.34, 35.04, 44.6, 119.36]",2021-03-03T12:25:55.250000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eilcs,HT.LIT,noa2021eilcs,100.0,30.003287,37.147556,55.76926290432437,unknown,unknown,False,unlabelled_arrival,-0.07102995686213376,0.16671300000000144,,0.8924439999999976,"[30.27, 38.12, 41.18, 69.89, 93.44, 117.06]",4,second_event,manual,"[41.18, 69.89, 93.44, 117.06]",2021-03-03T12:31:08.810000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eildy,HL.KZN,noa2021eildy,100.0,30.004435,,79.71130056215534,unknown,unknown,False,unlabelled_arrival,,0.015564999999998719,,,"[10.09, 30.47, 42.1, 88.74]",3,second_event,manual,"[10.09, 42.1, 88.74]",2021-03-03T12:32:41.310000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.THL:noa2021eilgv,HL.THL,noa2021eilgv,100.0,30.001997,33.030347,23.498121376444363,unknown,unknown,False,unlabelled_arrival,-0.35722690081005526,0.05800299999999936,,0.11965299999999957,"[16.64, 30.11, 73.72, 76.96, 97.52, 100.82, 113.17, 115.81]",7,second_event,manual,"[16.64, 73.72, 76.96, 97.52, 100.82, 113.17, 115.81]",2021-03-03T12:35:52.870000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eilnu,HT.LIT,noa2021eilnu,100.0,30.00035,35.747772,51.28367092126554,unknown,unknown,False,unlabelled_arrival,-0.9355570655087533,0.18965000000000032,,0.35222800000000376,"[30.41, 79.95, 100.53]",2,second_event,manual,"[79.95, 100.53]",2021-03-03T12:44:04.140000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eilrl,HT.LIT,noa2021eilrl,100.0,29.999531,35.589297,47.40744528825611,unknown,unknown,False,unlabelled_arrival,-0.6332086746462284,-0.07953099999999935,,2.110703000000001,"[10.53, 30.17, 37.82, 103.35]",2,second_event,manual,"[10.53, 103.35]",2021-03-03T12:48:00.220000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.AGG:noa2021eilrl,HT.AGG,noa2021eilrl,100.0,30.0002,41.179733,84.38195824434524,unknown,unknown,False,unlabelled_arrival,0.5686717779447292,-0.12020000000000053,,0.9102670000000046,"[15.84, 30.0, 42.3, 110.57]",2,second_event,manual,"[15.84, 110.57]",2021-03-03T12:48:06.420000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eilvk,HL.KZN,noa2021eilvk,100.0,29.996292,38.60454,69.27079461542417,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,-0.2093219437689413,0.9537079999999989,,2.695459999999997,"[32.42, 41.54, 91.34, 116.94]",3,wrong_first_pick,manual,"[32.42, 91.34, 116.94]",2021-03-03T12:52:58.380000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eilwr,HL.KZN,noa2021eilwr,100.0,30.00196,39.177542,63.072153099565064,unknown,unknown,False,unlabelled_arrival,1.0936251460356736,-0.001960000000000406,,1.7424579999999992,"[30.17, 41.05, 109.04]",1,second_event,manual,[109.04],2021-03-03T12:54:25.150000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.TYRN:noa2021eimho,HT.TYRN,noa2021eimho,100.0,29.996781,31.346598,5.144898481154887,unknown,unknown,False,unlabelled_arrival,0.1422771686566846,0.10321900000000284,,0.1034019999999991,"[30.11, 42.5, 74.86, 76.35, 87.05, 98.37]",5,second_event,manual,"[42.5, 74.86, 76.35, 87.05, 98.37]",2021-03-03T13:07:11.440000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eimhp,HT.LIT,noa2021eimhp,100.0,29.997044,36.379447,53.610699134619736,unknown,unknown,False,unlabelled_arrival,-0.5767321248176156,-2.4870439999999974,,1.3005530000000007,"[27.56, 70.59, 87.17, 93.8]",4,wrong_first_pick,manual,"[27.56, 70.59, 87.17, 93.8]",2021-03-03T13:07:29.180000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eimhp,HL.KZN,noa2021eimhp,100.0,30.000152,38.961851,75.81524647348182,unknown,unknown,False,unlabelled_arrival,-0.6325224794427342,-0.6201520000000009,,0.7181489999999968,"[39.87, 73.65, 85.73, 95.5]",3,wrong_first_pick,manual,"[73.65, 85.73, 95.5]",2021-03-03T13:07:32.980000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.TYRN:noa2021eimnt,HT.TYRN,noa2021eimnt,100.0,30.002553,31.305665,5.639533505484772,unknown,unknown,False,unlabelled_arrival,0.03687221034453625,0.057446999999999804,,0.014334999999999098,"[16.21, 30.07, 45.6, 62.17, 64.89, 69.74, 86.36, 102.53, 118.7]",8,second_event,manual,"[16.21, 45.6, 62.17, 64.89, 69.74, 86.36, 102.53, 118.7]",2021-03-03T13:14:13.400000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eimoi,HT.LIT,noa2021eimoi,100.0,30.002168,37.214715,50.264690638027886,unknown,unknown,False,unlabelled_arrival,0.6504936619566362,0.07783199999999724,,0.8552850000000021,"[30.67, 38.23, 54.92, 70.0, 107.49]",3,second_event,manual,"[54.92, 70.0, 107.49]",2021-03-03T13:14:59.030000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eimsm,HL.KZN,noa2021eimsm,100.0,30.000098,37.989787,65.5231506855574,unknown,unknown,False,unlabelled_arrival,-0.38313576473519184,0.4899019999999972,,1.1302129999999977,"[31.05, 40.94, 75.81, 87.84]",3,wrong_first_pick,manual,"[31.05, 75.81, 87.84]",2021-03-03T13:19:51.670000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HT.LIT:noa2021eimsx,HT.LIT,noa2021eimsx,100.0,29.996694,,52.705170806686446,unknown,unknown,False,unlabelled_arrival,,-0.046694000000002234,,,"[41.66, 95.33, 102.0, 106.51]",4,wrong_first_pick,manual,"[41.66, 95.33, 102.0, 106.51]",2021-03-03T13:20:28.060000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.TETR:noa2021eimty,HL.TETR,noa2021eimty,100.0,30.001413,42.475539,98.88120021398102,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,0.14259224706515639,1.728587000000001,,0.49446100000000115,"[43.26, 99.64]",1,wrong_first_pick,manual,[99.64],2021-03-03T13:21:39.500000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.THL:noa2021eimwd,HL.THL,noa2021eimwd,100.0,30.004006,33.194202,13.638759096723737,unknown,unknown,False,unlabelled_arrival,0.9746619112371446,0.3659940000000006,,0.7657980000000038,"[13.38, 30.02, 34.04, 61.68, 74.03, 76.76, 79.62, 82.39, 104.81, 117.28]",8,second_event,manual,"[13.38, 61.68, 74.03, 76.76, 79.62, 82.39, 104.81, 117.28]",2021-03-03T13:24:02.370000+00:00
thessaly_2021,thessaly_2021:20210303T102608_20210303T132608:HL.KZN:noa2021eimwd,HL.KZN,noa2021eimwd,100.0,30.00269,39.729658,75.20944735679613,unknown,unknown,False,unlabelled_arrival;c2_p_emergent,0.2046386857818412,0.77731,,0.7403419999999983,"[30.95, 40.74, 85.13, 96.8]",2,second_event,manual,"[85.13, 96.8]",2021-03-03T13:24:09.690000+00:00
